Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,PerformanceIndex,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyAchievement,NumCompaniesWorked,Over18,OverTime,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HowToEmploy,Incentive,RemoteWork,MonthlyIncome,StressRating,WelfareBenefits,InHouseFacility,ExternalFacility,ExtendedLeave,FlexibleWork,StressSelfReported,Year
53,No,Travel_Rarely,Research & Development,24,4,Medical,1,1689,2,Male,48,4,3,Healthcare Representative,4,Married,3458,3,Y,15,3,3,40,0,11,2,3,4,3,1,2,intern,0,5,8727,2,4,1,1,0,1,1,2023
48,Yes,Travel_Frequently,Sales,7,2,Medical,1,1691,4,Female,95,3,1,Sales Representative,3,Married,11740,2,Y,17,1,3,40,2,19,3,3,9,7,7,7,intern,0,2,7940,1,2,1,1,0,0,3,2023
32,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1692,4,Male,95,3,1,Laboratory Technician,2,Single,24852,1,Y,1,2,1,40,0,1,2,3,1,0,0,0,direct_recruiting,2073,2,6913,2,3,1,1,0,1,2,2023
26,No,Non-Travel,Research & Development,7,3,Medical,1,1693,4,Male,76,3,1,Laboratory Technician,4,Single,11925,1,Y,2,4,3,40,0,7,5,3,7,7,5,7,agent_A,1322,4,10603,2,4,1,1,1,1,1,2023
55,No,Travel_Rarely,Research & Development,22,3,Technical Degree,1,1694,1,Male,94,2,1,Research Scientist,2,Divorced,23737,5,Y,3,2,4,40,1,8,1,3,4,2,1,2,direct_recruiting,2167,4,7225,3,1,0,0,0,0,4,2023
34,No,Travel_Rarely,Research & Development,5,2,Medical,1,1696,2,Male,57,2,2,Laboratory Technician,4,Married,11912,1,Y,26,3,3,40,1,15,3,4,15,10,4,13,agent_A,3615,4,7611,1,4,1,1,1,1,1,2023
60,No,Travel_Rarely,Research & Development,1,4,Medical,1,1697,3,Male,92,1,3,Healthcare Representative,4,Divorced,20467,3,Y,10,4,3,40,1,19,2,4,1,0,0,0,intern,2973,4,5947,2,3,1,1,0,1,2,2023
33,No,Travel_Rarely,Research & Development,21,3,Medical,1,1698,2,Male,79,4,1,Laboratory Technician,2,Married,13637,1,Y,27,3,4,40,3,14,6,3,14,11,2,13,intern,2836,3,5972,3,4,1,0,0,1,2,2024
37,No,Travel_Frequently,Sales,1,4,Medical,1,1700,3,Male,31,1,2,Sales Executive,4,Divorced,7677,1,Y,24,3,3,40,2,6,2,2,6,3,1,3,agent_A,1182,4,6495,1,4,1,1,1,1,1,2024
34,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1,1701,2,Female,35,2,1,Research Scientist,4,Married,20338,1,Y,3,2,2,40,0,10,3,3,10,9,8,7,intern,0,4,5105,3,3,0,0,0,1,2,2023
23,Yes,Travel_Rarely,Sales,7,3,Life Sciences,1,1702,3,Male,99,3,1,Sales Representative,4,Divorced,25103,1,Y,30,4,2,40,1,3,2,3,3,2,0,2,intern,3099,4,6888,2,3,1,1,0,1,2,2023
44,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1703,3,Female,96,4,3,Healthcare Representative,4,Married,14810,1,Y,20,3,2,40,1,9,2,3,8,7,6,7,agent_B,3435,5,7233,3,4,1,1,0,1,3,2024
35,No,Travel_Frequently,Research & Development,2,4,Medical,1,1704,1,Male,79,2,1,Research Scientist,4,Single,13970,0,Y,28,3,3,40,0,6,2,4,5,4,1,4,intern,4270,2,9700,3,2,1,0,0,0,1,2023
30,No,Travel_Rarely,Sales,7,1,Medical,1,912,4,Female,73,3,2,Laboratory Technician,4,Married,6069,6,Y,1,2,1,40,1,9,3,3,5,4,1,4,agent_B,0,4,7710,3,3,1,0,0,1,2,2024
24,No,Travel_Rarely,Research & Development,9,3,Medical,1,1707,3,Male,62,4,1,Research Scientist,3,Married,17616,1,Y,19,3,4,40,1,5,1,3,5,3,0,4,intern,2404,4,5063,2,4,1,1,0,1,2,2023
41,No,Travel_Rarely,Sales,6,3,Marketing,1,1708,4,Male,35,3,3,Sales Executive,3,Single,15869,1,Y,17,2,2,40,0,10,3,3,10,8,8,7,agent_B,0,3,3569,1,4,1,1,0,1,1,2024
29,No,Travel_Rarely,Research & Development,9,4,Medical,1,1709,4,Female,43,3,1,Laboratory Technician,3,Married,25412,9,Y,12,3,3,40,1,9,2,3,5,3,1,2,New_graduate_recruitment,3255,3,6854,2,4,1,0,1,1,2,2023
36,No,Travel_Rarely,Sales,2,4,Life Sciences,1,1710,3,Female,51,3,2,Sales Representative,4,Single,7439,3,Y,31,3,3,40,0,17,2,2,13,7,6,7,intern,0,3,9158,1,4,1,1,1,1,1,2023
45,No,Non-Travel,Research & Development,1,1,Life Sciences,1,1712,3,Male,74,2,3,Healthcare Representative,3,Married,3395,3,Y,14,4,4,40,1,25,3,2,23,15,14,4,New_graduate_recruitment,0,2,7529,3,4,1,0,1,1,2,2023
24,Yes,Travel_Rarely,Human Resources,22,1,Human Resources,1,1714,4,Male,58,1,1,Human Resources,3,Married,11585,1,Y,29,1,3,40,1,1,2,3,1,0,0,0,intern,0,4,7467,1,3,1,1,0,1,1,2023
47,No,Travel_Frequently,Sales,9,3,Life Sciences,1,1716,3,Male,82,1,4,Sales Executive,3,Married,24164,7,Y,16,1,3,40,0,25,3,1,23,5,14,10,intern,0,3,8169,2,4,1,0,1,1,2,2023
26,No,Travel_Rarely,Research & Development,17,4,Medical,1,1718,4,Male,62,1,1,Laboratory Technician,3,Married,6217,1,Y,0,3,3,40,3,3,3,4,3,2,0,2,intern,0,4,10828,1,4,1,1,1,1,2,2023
45,No,Travel_Rarely,Research & Development,28,2,Technical Degree,1,1719,4,Female,48,2,4,Research Director,2,Single,17119,1,Y,17,1,3,40,0,21,2,3,21,6,8,6,intern,0,4,6311,2,3,1,1,0,1,2,2024
32,No,Travel_Frequently,Research & Development,10,3,Life Sciences,1,1720,1,Male,56,3,1,Research Scientist,3,Married,17360,6,Y,35,1,1,40,1,10,3,2,5,2,1,3,agent_B,0,3,6009,4,1,0,0,0,0,1,2023
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1721,2,Male,69,3,1,Laboratory Technician,3,Married,18103,1,Y,0,2,4,40,1,6,2,4,5,2,0,3,agent_B,0,2,9088,2,4,1,1,1,1,2,2023
41,No,Non-Travel,Human Resources,4,3,Human Resources,1,1722,3,Male,60,1,2,Human Resources,2,Married,20794,6,Y,26,4,2,40,1,10,4,3,3,2,1,2,direct_recruiting,0,2,5377,1,4,1,1,1,1,1,2023
40,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,1724,2,Female,92,3,2,Manufacturing Director,1,Married,5041,2,Y,2,3,2,40,1,18,3,3,1,0,0,0,intern,0,3,5358,2,1,0,0,0,1,3,2023
24,No,Travel_Rarely,Research & Development,29,1,Medical,1,1725,2,Male,91,3,1,Laboratory Technician,1,Divorced,3622,1,Y,13,2,2,40,3,6,2,4,6,2,1,2,intern,0,3,6747,3,2,0,0,0,1,3,2023
46,No,Travel_Rarely,Research & Development,13,4,Life Sciences,1,1727,3,Male,34,3,2,Healthcare Representative,2,Single,9697,6,Y,0,2,4,40,0,19,3,3,10,7,0,9,agent_C,0,3,5374,1,4,1,1,0,1,2,2023
35,No,Travel_Rarely,Research & Development,27,4,Life Sciences,1,1728,4,Male,49,3,2,Manufacturing Director,3,Married,5151,2,Y,18,2,2,40,1,17,3,3,7,7,0,7,agent_C,0,3,9050,3,1,0,0,0,1,1,2023
30,No,Travel_Rarely,Research & Development,16,1,Life Sciences,1,1729,2,Male,33,3,1,Research Scientist,4,Married,3811,1,Y,9,1,2,40,1,10,2,2,10,0,0,8,agent_B,0,4,2255,3,3,0,0,0,1,1,2023
47,No,Non-Travel,Sales,2,4,Marketing,1,1731,3,Male,87,3,2,Sales Executive,2,Married,3536,7,Y,2,1,4,40,1,4,3,1,1,0,0,0,intern,0,1,7571,2,3,1,1,1,1,1,2023
46,No,Travel_Rarely,Sales,2,3,Life Sciences,1,1732,3,Male,74,3,3,Sales Executive,4,Divorced,5596,4,Y,14,2,2,40,1,13,5,2,10,6,0,3,New_graduate_recruitment,0,3,5983,3,2,0,0,0,0,2,2023
36,No,Travel_Rarely,Sales,13,5,Marketing,1,1733,2,Male,96,2,2,Sales Executive,1,Divorced,8658,5,Y,0,2,2,40,3,16,3,3,2,2,2,2,intern,0,2,12612,3,1,0,0,0,0,3,2023
32,Yes,Travel_Rarely,Sales,1,2,Life Sciences,1,1734,1,Male,34,1,2,Sales Executive,2,Single,12147,6,Y,24,3,2,40,0,10,2,3,0,0,0,0,agent_A,0,4,2973,2,2,0,0,0,0,2,2023
23,No,Travel_Rarely,Research & Development,4,1,Medical,1,1735,3,Female,51,3,1,Laboratory Technician,2,Single,12862,1,Y,7,2,3,40,0,3,3,1,3,2,1,2,intern,0,2,3544,3,1,1,0,0,0,2,2023
31,No,Travel_Frequently,Research & Development,24,1,Technical Degree,1,1736,4,Female,30,3,2,Manufacturing Director,4,Single,6670,2,Y,28,4,4,40,0,9,3,2,5,4,1,4,intern,1623,5,5047,3,1,0,0,0,0,1,2023
39,No,Non-Travel,Research & Development,1,3,Life Sciences,1,1737,4,Male,77,3,2,Laboratory Technician,4,Married,8989,1,Y,17,4,4,40,1,9,2,3,9,8,5,8,intern,2533,3,5067,2,4,1,1,1,1,1,2023
32,No,Travel_Rarely,Sales,19,3,Life Sciences,1,1739,4,Male,80,1,3,Sales Executive,3,Married,3840,3,Y,14,2,3,40,1,10,2,1,4,3,0,2,intern,0,3,5284,2,4,1,1,1,1,1,2023
40,No,Travel_Rarely,Sales,7,4,Medical,1,1740,2,Male,88,3,5,Manager,2,Single,4349,1,Y,12,3,2,40,0,21,3,2,21,8,12,8,direct_recruiting,0,2,9198,3,2,1,0,0,0,3,2023
45,No,Travel_Rarely,Human Resources,4,3,Life Sciences,1,1744,3,Female,56,1,3,Human Resources,3,Married,6595,4,Y,4,4,3,40,2,9,2,4,5,0,0,3,intern,0,3,4406,3,3,1,0,1,1,3,2023
30,No,Travel_Frequently,Research & Development,2,4,Technical Degree,1,1745,4,Female,78,2,1,Research Scientist,1,Single,26427,0,Y,0,3,4,40,0,10,2,3,9,7,0,7,intern,2456,1,5171,2,3,1,0,0,1,2,2023
24,No,Travel_Frequently,Human Resources,10,3,Medical,1,1746,1,Male,59,3,1,Human Resources,4,Married,2097,0,Y,8,3,4,40,1,3,2,3,2,2,2,1,intern,0,3,6213,4,1,0,0,0,0,4,2023
30,Yes,Travel_Frequently,Human Resources,8,3,Human Resources,1,1747,3,Female,66,2,1,Human Resources,4,Divorced,9732,6,Y,20,2,3,40,1,6,0,2,4,2,1,2,direct_recruiting,0,2,5761,3,2,0,0,0,0,1,2023
31,No,Travel_Rarely,Sales,5,3,Technical Degree,1,1749,1,Male,51,3,2,Sales Executive,3,Married,20943,1,Y,2,4,3,40,1,6,3,3,5,2,0,2,New_graduate_recruitment,3595,3,7190,5,4,1,0,0,1,2,2023
27,No,Travel_Rarely,Research & Development,8,3,Medical,1,1751,3,Female,67,3,1,Research Scientist,4,Single,6152,1,Y,6,1,3,40,0,6,5,2,6,2,1,4,intern,0,3,6963,2,3,1,1,0,1,2,2023
29,Yes,Travel_Rarely,Sales,9,3,Marketing,1,1752,2,Female,52,1,1,Sales Representative,2,Single,14630,1,Y,6,1,3,40,0,2,3,3,2,2,2,2,agent_B,0,2,10789,2,2,1,0,0,1,2,2023
29,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,1753,4,Male,70,4,2,Healthcare Representative,3,Single,23060,8,Y,0,2,4,40,0,10,5,4,3,2,0,2,intern,2131,2,7106,1,2,1,0,0,0,2,2023
30,No,Travel_Rarely,Sales,15,2,Marketing,1,1754,3,Male,94,2,3,Sales Executive,1,Divorced,3088,2,Y,10,1,1,40,1,12,2,3,7,7,1,7,agent_B,0,2,6735,4,1,0,0,0,0,4,2023
34,No,Travel_Rarely,Research & Development,2,4,Medical,1,1755,4,Male,97,4,1,Research Scientist,4,Married,5586,0,Y,16,2,1,40,3,6,3,3,5,0,1,2,agent_C,295,3,5291,2,4,1,1,0,1,1,2024
33,No,Non-Travel,Sales,2,3,Marketing,1,1756,4,Female,62,3,2,Sales Executive,2,Single,10697,8,Y,34,3,4,40,0,13,2,2,11,7,1,7,intern,1642,3,9055,1,4,1,1,1,1,1,2023
49,No,Travel_Rarely,Sales,11,4,Marketing,1,1757,4,Female,80,3,2,Sales Executive,4,Single,8191,3,Y,55,1,3,40,0,8,1,4,5,1,0,4,agent_C,0,3,6563,4,3,1,1,0,1,3,2023
33,Yes,Travel_Rarely,Sales,16,3,Life Sciences,1,1758,1,Female,74,3,3,Sales Executive,1,Single,10092,2,Y,7,4,3,40,0,11,2,2,0,0,0,0,intern,0,3,8839,4,1,0,0,0,0,2,2023
38,No,Travel_Frequently,Research & Development,2,2,Medical,1,1760,3,Female,75,2,1,Laboratory Technician,2,Married,15963,4,Y,25,2,2,40,1,9,4,2,6,1,0,5,agent_B,1566,2,5222,3,3,1,0,0,1,2,2023
31,Yes,Travel_Rarely,Sales,16,4,Marketing,1,1761,1,Male,70,3,3,Sales Executive,3,Married,19002,2,Y,7,2,1,40,3,10,2,3,1,0,0,0,intern,1693,3,8466,4,1,0,0,0,0,4,2023
29,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,1762,4,Female,91,2,1,Research Scientist,1,Divorced,10007,1,Y,16,2,3,40,1,1,2,3,1,0,0,0,intern,0,2,10066,3,2,1,0,0,1,3,2023
30,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,1763,3,Male,58,4,2,Healthcare Representative,3,Married,9128,3,Y,15,3,3,40,1,10,3,3,7,0,1,7,intern,1993,5,7135,3,3,0,0,0,1,2,2023
32,No,Non-Travel,Research & Development,5,4,Technical Degree,1,1764,2,Male,65,3,1,Research Scientist,2,Single,17674,2,Y,8,3,2,40,0,12,3,3,7,7,0,7,agent_B,2818,2,5934,3,1,1,0,0,0,3,2023
38,No,Travel_Rarely,Research & Development,18,3,Medical,1,1766,2,Male,60,1,2,Healthcare Representative,4,Married,24539,3,Y,14,3,3,40,1,15,2,3,1,0,1,0,agent_A,3165,3,6665,2,3,1,0,0,1,2,2023
43,Yes,Travel_Frequently,Research & Development,17,3,Technical Degree,1,1767,3,Male,38,2,1,Research Scientist,3,Married,15587,9,Y,6,3,4,40,1,6,4,3,1,0,0,0,intern,0,4,4883,3,2,0,0,0,0,1,2023
42,No,Travel_Rarely,Research & Development,12,3,Medical,1,1768,2,Male,57,3,1,Laboratory Technician,2,Divorced,8952,8,Y,15,4,2,40,3,7,6,2,5,3,0,4,New_graduate_recruitment,2249,5,6703,3,1,0,0,0,0,3,2023
55,No,Travel_Rarely,Research & Development,2,3,Medical,1,1770,3,Male,60,2,5,Research Director,1,Married,19805,8,Y,12,2,2,40,3,34,2,3,1,0,0,0,agent_C,0,0,7691,3,1,0,0,0,0,3,2023
33,No,Non-Travel,Research & Development,4,3,Technical Degree,1,1771,4,Male,90,3,2,Research Scientist,2,Divorced,6194,5,Y,13,3,4,40,2,11,2,2,9,8,1,7,direct_recruiting,395,1,5799,2,3,1,1,1,1,2,2024
41,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,1772,3,Male,94,3,1,Laboratory Technician,1,Divorced,20520,1,Y,6,4,2,40,2,5,2,3,5,3,0,4,agent_B,5400,4,10800,3,2,0,0,0,0,2,2023
34,No,Non-Travel,Sales,10,3,Life Sciences,1,1774,4,Male,87,3,2,Sales Executive,3,Divorced,12313,1,Y,2,3,3,40,1,15,3,3,15,14,0,7,intern,2760,3,9553,2,4,1,1,1,1,2,2023
53,No,Non-Travel,Research & Development,1,4,Medical,1,1775,1,Female,60,2,4,Manufacturing Director,3,Married,22308,4,Y,11,4,4,40,3,27,2,2,3,2,0,2,intern,4637,3,9275,3,1,0,0,1,0,3,2024
43,No,Travel_Rarely,Human Resources,2,3,Life Sciences,1,1778,2,Male,97,3,1,Human Resources,4,Single,5033,0,Y,8,2,2,40,0,10,5,3,9,7,1,8,direct_recruiting,0,2,11294,3,2,1,0,0,0,3,2023
34,No,Travel_Rarely,Sales,3,2,Life Sciences,1,1779,4,Female,32,1,2,Sales Executive,4,Single,25353,5,Y,3,2,1,40,0,6,3,3,2,2,2,2,intern,0,3,3035,2,2,1,0,0,1,1,2023
21,Yes,Travel_Rarely,Sales,7,1,Marketing,1,1780,2,Male,31,3,1,Sales Representative,2,Single,4567,1,Y,36,2,2,40,0,1,3,3,1,0,1,0,intern,0,1,4807,5,1,0,0,0,0,5,2023
38,No,Travel_Rarely,Research & Development,6,2,Other,1,1782,4,Female,40,2,1,Laboratory Technician,3,Married,16376,1,Y,16,1,2,40,1,5,3,3,5,4,0,4,intern,0,1,5700,1,4,1,1,1,1,1,2023
22,Yes,Travel_Rarely,Research & Development,8,1,Medical,1,1783,3,Female,79,3,1,Laboratory Technician,1,Married,15999,1,Y,20,2,3,40,0,1,6,3,1,0,0,0,agent_B,0,1,6146,2,3,1,0,0,1,1,2023
31,No,Travel_Rarely,Sales,29,4,Marketing,1,1784,1,Female,91,2,2,Sales Executive,4,Married,13402,1,Y,20,3,1,40,2,13,3,3,12,7,5,7,intern,3842,5,9560,2,4,1,1,1,1,2,2023
51,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,1786,1,Female,53,3,3,Manager,3,Married,22984,2,Y,8,1,4,40,0,15,2,3,2,2,2,2,intern,0,2,5719,2,2,1,0,0,1,1,2023
37,No,Travel_Rarely,Sales,9,2,Marketing,1,1787,2,Male,46,2,2,Sales Executive,2,Married,8800,1,Y,10,3,1,40,2,5,2,3,5,2,0,3,intern,1892,3,3985,3,3,0,0,0,1,2,2024
46,No,Travel_Rarely,Research & Development,2,4,Medical,1,1789,3,Male,46,3,5,Research Director,4,Divorced,14218,7,Y,23,3,3,40,1,24,3,3,2,1,2,2,direct_recruiting,0,3,8770,2,1,0,0,0,0,3,2023
36,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,1790,4,Male,90,3,3,Healthcare Representative,1,Married,25949,7,Y,21,2,4,40,1,15,1,3,12,8,5,7,direct_recruiting,0,1,8361,3,3,1,0,0,1,3,2023
44,Yes,Travel_Frequently,Research & Development,1,2,Medical,1,1792,3,Male,99,3,1,Research Scientist,2,Divorced,11092,1,Y,8,2,3,40,3,6,2,2,5,3,2,3,direct_recruiting,0,1,5833,4,1,0,0,0,0,4,2024
37,No,Travel_Rarely,Human Resources,8,2,Other,1,1794,3,Male,89,3,2,Human Resources,2,Divorced,12832,2,Y,41,2,3,40,0,19,4,2,10,0,4,7,intern,0,3,9112,2,3,1,0,0,1,2,2023
35,Yes,Travel_Rarely,Sales,27,3,Life Sciences,1,1797,3,Male,84,3,2,Sales Executive,4,Single,13492,1,Y,1,3,4,40,0,10,2,3,10,7,7,7,New_graduate_recruitment,3805,5,9687,3,4,1,1,0,1,1,2024
33,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,1798,4,Male,90,4,1,Research Scientist,1,Married,6076,6,Y,16,4,2,40,1,14,1,3,10,8,7,6,intern,0,2,7938,3,3,1,0,0,1,2,2023
28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1799,3,Male,82,3,1,Research Scientist,4,Married,5531,1,Y,4,1,3,40,1,5,6,4,5,3,0,3,agent_B,0,2,7587,2,4,1,1,1,1,2,2023
39,No,Travel_Rarely,Research & Development,10,1,Medical,1,1800,3,Male,65,3,3,Research Director,3,Single,7914,7,Y,46,4,3,40,0,9,3,3,4,3,2,2,intern,823,3,7091,3,1,0,0,0,0,2,2023
46,No,Non-Travel,Sales,26,2,Life Sciences,1,1801,2,Male,98,2,2,Sales Executive,2,Single,25166,8,Y,22,3,3,40,0,6,3,3,2,2,2,2,intern,3683,3,7754,2,3,1,1,0,1,1,2024
40,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,1802,3,Female,99,3,1,Laboratory Technician,1,Married,25605,4,Y,1,3,4,40,1,7,5,2,4,3,0,2,New_graduate_recruitment,3935,2,8286,3,3,1,0,1,1,2,2023
42,No,Travel_Rarely,Research & Development,13,3,Medical,1,1803,2,Male,95,4,2,Healthcare Representative,1,Married,5696,5,Y,31,2,3,40,2,10,2,2,0,0,0,0,agent_A,0,2,6332,3,3,1,0,0,1,2,2023
35,No,Non-Travel,Research & Development,2,2,Medical,1,1804,2,Male,90,3,2,Manufacturing Director,4,Divorced,24442,2,Y,20,3,3,40,1,15,6,3,7,7,1,7,agent_A,3772,4,7942,2,2,1,0,0,0,2,2023
38,No,Non-Travel,Human Resources,2,3,Human Resources,1,1805,1,Male,100,3,1,Human Resources,2,Divorced,7129,5,Y,11,2,4,40,3,13,3,3,11,10,3,8,intern,0,1,10455,3,3,1,0,0,1,2,2023
34,Yes,Travel_Frequently,Research & Development,9,4,Life Sciences,1,1807,4,Male,93,3,2,Laboratory Technician,1,Married,6208,4,Y,26,3,3,40,1,11,3,2,7,1,0,7,intern,0,2,4438,3,3,1,0,0,1,2,2024
37,Yes,Travel_Rarely,Research & Development,10,4,Medical,1,1809,4,Male,58,3,2,Manufacturing Director,1,Single,4992,1,Y,3,3,2,40,0,10,4,1,10,3,0,8,intern,0,2,7820,4,1,1,0,0,0,3,2023
39,No,Travel_Frequently,Sales,20,3,Life Sciences,1,1812,3,Male,83,3,2,Sales Executive,4,Divorced,19188,2,Y,23,2,4,40,1,7,6,3,2,1,2,2,agent_B,2896,3,9656,3,1,0,0,0,0,2,2023
43,No,Non-Travel,Research & Development,9,3,Life Sciences,1,1813,1,Male,52,3,1,Research Scientist,3,Single,24978,4,Y,8,2,3,40,0,7,2,2,3,2,1,2,intern,0,2,6310,2,2,1,0,0,1,2,2024
41,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,1814,2,Male,85,4,2,Healthcare Representative,2,Single,15530,3,Y,15,2,1,40,0,11,3,1,3,2,1,2,intern,2598,3,8660,3,1,0,0,0,0,3,2023
41,No,Travel_Rarely,Sales,4,1,Marketing,1,1815,3,Female,81,3,3,Sales Executive,3,Divorced,26458,0,Y,17,2,4,40,1,23,3,4,22,14,13,5,intern,2530,3,8435,2,4,1,1,1,1,2,2023
30,No,Travel_Rarely,Research & Development,10,3,Medical,1,1816,1,Female,64,3,3,Manufacturing Director,3,Single,2739,9,Y,10,4,2,40,0,9,3,3,7,7,0,2,direct_recruiting,0,4,7366,3,1,0,0,0,0,3,2023
26,Yes,Travel_Rarely,Human Resources,20,2,Medical,1,1818,4,Female,69,3,1,Human Resources,2,Married,6889,0,Y,1,1,3,40,0,6,3,3,5,1,1,4,intern,0,3,5929,2,4,1,1,1,1,2,2023
46,Yes,Travel_Rarely,Research & Development,21,2,Medical,1,1821,4,Female,66,3,2,Healthcare Representative,2,Married,10842,4,Y,19,4,4,40,1,13,2,4,9,7,3,7,direct_recruiting,0,4,5048,5,2,0,0,0,1,3,2023
40,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1822,3,Female,52,3,2,Healthcare Representative,4,Divorced,9060,4,Y,17,3,4,40,1,12,3,3,5,3,0,3,intern,2781,3,5855,2,3,1,0,0,1,2,2024
34,Yes,Travel_Rarely,Sales,8,2,Technical Degree,1,1823,2,Male,92,4,2,Sales Executive,3,Married,22128,1,Y,37,4,3,40,2,10,5,3,10,8,4,8,agent_A,3146,4,6993,2,4,1,1,0,1,2,2023
58,No,Non-Travel,Sales,2,3,Medical,1,1824,2,Male,52,3,4,Manager,2,Divorced,22577,4,Y,2,4,4,40,1,37,0,2,16,9,14,14,intern,1427,2,2855,4,1,0,0,0,0,4,2023
35,No,Travel_Rarely,Research & Development,23,4,Medical,1,1826,2,Male,91,1,1,Laboratory Technician,3,Married,9696,0,Y,2,3,2,40,1,6,2,4,5,4,0,3,direct_recruiting,3035,5,6661,2,4,1,1,1,1,2,2023
47,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1827,3,Female,92,2,3,Manufacturing Director,2,Divorced,19271,8,Y,3,2,3,40,1,28,4,3,22,11,14,10,agent_A,2742,2,9142,1,4,1,1,1,1,1,2023
40,No,Travel_Rarely,Research & Development,12,3,Life Sciences,1,1829,2,Female,47,3,2,Healthcare Representative,1,Divorced,10748,2,Y,2,2,2,40,1,15,3,3,7,4,7,7,New_graduate_recruitment,2153,3,7179,4,2,0,0,0,0,2,2023
54,No,Travel_Rarely,Research & Development,7,4,Medical,1,1830,4,Female,68,3,2,Research Scientist,4,Married,15696,4,Y,51,3,2,40,1,14,2,2,7,1,1,7,intern,3016,4,6351,3,4,1,1,1,1,2,2023
31,No,Travel_Frequently,Sales,7,4,Marketing,1,1833,1,Female,68,3,3,Sales Executive,1,Married,8277,2,Y,17,3,4,40,2,9,3,3,3,2,2,2,agent_A,1724,2,6553,3,2,0,0,0,0,2,2023
28,No,Travel_Rarely,Research & Development,1,3,Medical,1,1834,3,Female,67,3,1,Research Scientist,1,Married,12719,1,Y,7,4,3,40,1,3,3,3,3,2,1,2,agent_C,3438,2,6877,2,4,1,1,1,1,2,2023
38,No,Travel_Rarely,Sales,2,4,Marketing,1,1835,2,Female,77,1,2,Sales Representative,4,Married,4244,2,Y,16,4,1,40,2,20,4,2,4,2,0,3,agent_B,0,3,6293,3,2,0,0,0,1,2,2023
26,No,Travel_Rarely,Sales,10,3,Medical,1,1836,3,Male,46,3,2,Sales Executive,4,Single,9125,1,Y,0,2,1,40,0,5,4,3,5,3,1,2,intern,0,5,2450,2,3,1,1,0,1,2,2023
58,No,Travel_Frequently,Research & Development,15,4,Life Sciences,1,1837,1,Male,87,3,4,Research Director,3,Married,21624,2,Y,32,3,2,40,0,23,3,3,2,2,2,2,agent_A,5074,3,10683,4,1,0,0,0,0,4,2023
18,No,Non-Travel,Research & Development,14,3,Medical,1,1839,2,Female,33,3,1,Research Scientist,3,Single,8018,1,Y,22,3,3,40,0,0,4,1,0,0,0,0,intern,0,4,10927,3,1,0,0,0,0,4,2023
31,No,Travel_Rarely,Human Resources,18,5,Human Resources,1,1842,4,Male,89,4,1,Human Resources,1,Married,21495,0,Y,22,3,3,40,0,2,4,3,1,0,0,0,intern,5007,3,10543,2,4,1,1,1,1,2,2023
29,Yes,Travel_Rarely,Human Resources,13,3,Human Resources,1,1844,1,Male,56,2,1,Human Resources,1,Divorced,3157,4,Y,25,2,4,40,3,4,3,3,2,2,2,0,agent_B,0,2,6349,3,1,0,0,0,0,1,2023
45,No,Non-Travel,Sales,2,4,Life Sciences,1,1845,3,Female,67,3,2,Sales Executive,3,Married,19665,4,Y,23,4,2,40,2,10,3,4,8,7,5,7,intern,0,3,6926,2,4,1,1,1,1,2,2023
36,No,Travel_Rarely,Research & Development,2,4,Other,1,1847,4,Female,73,3,2,Research Scientist,2,Married,19573,4,Y,6,4,4,40,1,15,2,3,1,0,0,0,intern,0,2,6969,2,3,1,0,1,1,1,2023
43,No,Travel_Frequently,Sales,2,4,Life Sciences,1,1849,1,Male,92,3,2,Sales Executive,4,Married,19246,1,Y,45,4,3,40,1,7,5,3,7,7,7,7,intern,4593,3,9186,3,3,1,0,0,0,4,2023
27,No,Travel_Frequently,Research & Development,5,2,Life Sciences,1,1850,4,Female,53,3,1,Laboratory Technician,4,Single,19826,0,Y,20,2,3,40,0,6,3,2,5,4,0,2,agent_B,0,1,8075,3,1,0,0,0,0,3,2023
